ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerCertificado	vercertificado	1591037009059	 	3.3.1
USER	VerCertificado	356	END	1591037037691	1591037088658
USER	VerCertificado	379	END	1591037039459	1591037088658
USER	VerCertificado	345	END	1591037036842	1591037088658
USER	VerCertificado	361	END	1591037038066	1591037088659
USER	VerCertificado	371	END	1591037038842	1591037088660
USER	VerCertificado	363	END	1591037038228	1591037088660
USER	VerCertificado	1017	START	1591037088661	1591037088661
USER	VerCertificado	1018	START	1591037088661	1591037088661
REQUEST	916		IniciarSesion	1591037087846	1591037088682	OK	 
REQUEST	665		IniciadoOwner Redirect 1	1591037088189	1591037088684	OK	 
REQUEST	643		IniciadoOwner Redirect 1	1591037088080	1591037088685	OK	 
REQUEST	447		MiCertificado	1591037087967	1591037088685	OK	 
REQUEST	667		IniciadoOwner Redirect 1	1591037088136	1591037088687	OK	 
REQUEST	566		MisCursos	1591037087846	1591037088688	OK	 
REQUEST	1011		Home	1591037088194	1591037088700	OK	 
REQUEST	662		IniciadoOwner	1591037085811	1591037088700	OK	 
REQUEST	662		IniciadoOwner Redirect 1	1591037088700	1591037088713	OK	 
REQUEST	1000		Home	1591037087264	1591037088717	OK	 
REQUEST	637		IniciadoOwner Redirect 1	1591037087587	1591037088716	OK	 
REQUEST	915		IniciarSesion	1591037087794	1591037088764	OK	 
REQUEST	458		MiCertificado	1591037087902	1591037088771	OK	 
REQUEST	434		MiCertificado	1591037087902	1591037088781	OK	 
REQUEST	445		MiCertificado	1591037087902	1591037088782	OK	 
REQUEST	1006		Home	1591037087794	1591037088782	OK	 
REQUEST	573		MisCursos	1591037087846	1591037088786	OK	 
REQUEST	648		IniciadoOwner Redirect 1	1591037088135	1591037088786	OK	 
REQUEST	651		IniciadoOwner Redirect 1	1591037088135	1591037088787	OK	 
REQUEST	1007		Home	1591037087902	1591037088797	OK	 
REQUEST	654		IniciadoOwner Redirect 1	1591037088188	1591037088798	OK	 
REQUEST	436		MiCertificado	1591037087902	1591037088806	OK	 
REQUEST	564		MisCursos	1591037088657	1591037088823	OK	 
REQUEST	542		MisCursos	1591037086638	1591037088826	OK	 
REQUEST	1018		Home	1591037088661	1591037088857	OK	 
REQUEST	658		IniciadoOwner Redirect 1	1591037088443	1591037088860	OK	 
REQUEST	1017		Home	1591037088661	1591037088865	OK	 
REQUEST	635		IniciadoOwner Redirect 1	1591037088135	1591037088867	OK	 
REQUEST	661		IniciadoOwner Redirect 1	1591037088136	1591037088869	OK	 
REQUEST	647		IniciadoOwner Redirect 1	1591037088051	1591037088870	OK	 
REQUEST	668		IniciadoOwner Redirect 1	1591037088522	1591037088870	OK	 
REQUEST	584		MisCursos	1591037088323	1591037088872	OK	 
REQUEST	1012		Home	1591037088320	1591037088872	OK	 
REQUEST	671		IniciadoOwner Redirect 1	1591037088291	1591037088888	OK	 
REQUEST	642		IniciadoOwner Redirect 1	1591037088106	1591037088888	OK	 
REQUEST	561		MisCursos	1591037088115	1591037088888	OK	 
REQUEST	644		IniciadoOwner Redirect 1	1591037087570	1591037088900	OK	 
REQUEST	568		MisCursos	1591037087966	1591037088904	OK	 
REQUEST	896		IniciarSesion	1591037087107	1591037088910	OK	 
REQUEST	563		MisCursos	1591037088116	1591037088917	OK	 
REQUEST	910		IniciarSesion	1591037087552	1591037088917	OK	 
REQUEST	569		MisCursos	1591037087967	1591037088924	OK	 
REQUEST	664		IniciadoOwner Redirect 1	1591037088135	1591037088928	OK	 
REQUEST	441		MiCertificado	1591037088116	1591037088938	OK	 
REQUEST	446		MiCertificado	1591037088193	1591037088941	OK	 
REQUEST	1013		Home	1591037088324	1591037088942	OK	 
REQUEST	1004		Home	1591037087552	1591037088943	OK	 
REQUEST	459		MiCertificado	1591037088661	1591037088944	OK	 
REQUEST	1010		Home	1591037088116	1591037088948	OK	 
REQUEST	575		MisCursos	1591037088116	1591037088951	OK	 
REQUEST	998		Home	1591037087108	1591037088952	OK	 
REQUEST	461		MiCertificado	1591037088116	1591037088953	OK	 
REQUEST	449		MiCertificado	1591037088657	1591037088953	OK	 
REQUEST	922		IniciarSesion	1591037088322	1591037088953	OK	 
REQUEST	917		IniciarSesion	1591037087902	1591037088953	OK	 
REQUEST	444		MiCertificado	1591037087902	1591037088961	OK	 
REQUEST	565		MisCursos	1591037088657	1591037088962	OK	 
REQUEST	464		MiCertificado	1591037088320	1591037088967	OK	 
REQUEST	468		MiCertificado	1591037088318	1591037088967	OK	 
REQUEST	673		IniciadoOwner	1591037087451	1591037088968	OK	 
REQUEST	669		IniciadoOwner Redirect 1	1591037088188	1591037088968	OK	 
REQUEST	1009		Home	1591037088115	1591037088976	OK	 
REQUEST	1014		Home	1591037088657	1591037088977	OK	 
REQUEST	435		MiCertificado	1591037088320	1591037088978	OK	 
REQUEST	579		MisCursos	1591037088656	1591037088983	OK	 
REQUEST	463		MiCertificado	1591037088657	1591037088985	OK	 
USER	VerCertificado	378	END	1591037039378	1591037089012
USER	VerCertificado	350	END	1591037037228	1591037089013
USER	VerCertificado	372	END	1591037038916	1591037089013
USER	VerCertificado	358	END	1591037037842	1591037089013
USER	VerCertificado	374	END	1591037039067	1591037089013
USER	VerCertificado	368	END	1591037038610	1591037089013
USER	VerCertificado	1019	START	1591037089063	1591037089063
USER	VerCertificado	1020	START	1591037089098	1591037089098
REQUEST	925		IniciarSesion	1591037088659	1591037089119	OK	 
REQUEST	431		MiCertificado	1591037088318	1591037089121	OK	 
REQUEST	467		MiCertificado	1591037088660	1591037089121	OK	 
REQUEST	677		IniciadoOwner	1591037087552	1591037089121	OK	 
REQUEST	433		MiCertificado	1591037088319	1591037089129	OK	 
REQUEST	923		IniciarSesion	1591037088657	1591037089130	OK	 
REQUEST	580		MisCursos	1591037088660	1591037089135	OK	 
REQUEST	574		MisCursos	1591037088660	1591037089135	OK	 
REQUEST	570		MisCursos	1591037088659	1591037089135	OK	 
REQUEST	1016		Home	1591037088660	1591037089136	OK	 
REQUEST	587		MisCursos	1591037088656	1591037089139	OK	 
REQUEST	583		MisCursos	1591037088656	1591037089140	OK	 
REQUEST	586		MisCursos	1591037089012	1591037089153	OK	 
REQUEST	577		MisCursos	1591037089013	1591037089162	OK	 
REQUEST	929		IniciarSesion	1591037089013	1591037089172	OK	 
REQUEST	928		IniciarSesion	1591037089012	1591037089178	OK	 
REQUEST	932		IniciarSesion	1591037089063	1591037089184	OK	 
REQUEST	677		IniciadoOwner Redirect 1	1591037089121	1591037089188	OK	 
REQUEST	655		IniciadoOwner	1591037085740	1591037089202	OK	 
REQUEST	465		MiCertificado	1591037088659	1591037089252	OK	 
REQUEST	924		IniciarSesion	1591037088657	1591037089285	OK	 
REQUEST	682		IniciadoOwner	1591037087967	1591037089296	OK	 
REQUEST	578		MisCursos	1591037088660	1591037089328	OK	 
USER	VerCertificado	1022	START	1591037089333	1591037089333
USER	VerCertificado	1023	START	1591037089333	1591037089333
USER	VerCertificado	375	END	1591037039147	1591037089333
USER	VerCertificado	1021	START	1591037089333	1591037089333
REQUEST	589		MisCursos	1591037089013	1591037089355	OK	 
REQUEST	477		MiCertificado	1591037089012	1591037089359	OK	 
REQUEST	585		MisCursos	1591037089013	1591037089359	OK	 
REQUEST	1020		Home	1591037089099	1591037089362	OK	 
REQUEST	1015		Home	1591037088659	1591037089364	OK	 
REQUEST	663		IniciadoOwner	1591037085812	1591037089364	OK	 
REQUEST	576		MisCursos	1591037088660	1591037089366	OK	 
REQUEST	926		IniciarSesion	1591037088660	1591037089366	OK	 
REQUEST	927		IniciarSesion	1591037089012	1591037089367	OK	 
REQUEST	481		MiCertificado	1591037089012	1591037089370	OK	 
REQUEST	1019		Home	1591037089063	1591037089375	OK	 
REQUEST	663		IniciadoOwner Redirect 1	1591037089365	1591037089376	OK	 
REQUEST	588		MisCursos	1591037089013	1591037089379	OK	 
REQUEST	590		MisCursos	1591037089013	1591037089380	OK	 
REQUEST	673		IniciadoOwner Redirect 1	1591037088968	1591037089384	OK	 
REQUEST	592		MisCursos	1591037089013	1591037089388	OK	 
REQUEST	931		IniciarSesion	1591037089013	1591037089388	OK	 
REQUEST	935		IniciarSesion	1591037089333	1591037089392	OK	 
REQUEST	1022		Home	1591037089333	1591037089415	OK	 
REQUEST	582		MisCursos	1591037089012	1591037089458	OK	 
REQUEST	930		IniciarSesion	1591037089013	1591037089458	OK	 
REQUEST	474		MiCertificado	1591037089063	1591037089491	OK	 
REQUEST	581		MisCursos	1591037089013	1591037089554	OK	 
REQUEST	682		IniciadoOwner Redirect 1	1591037089296	1591037089555	OK	 
REQUEST	933		IniciarSesion	1591037089082	1591037089555	OK	 
REQUEST	1021		Home	1591037089333	1591037089556	OK	 
USER	VerCertificado	381	END	1591037039610	1591037089589
USER	VerCertificado	357	END	1591037037772	1591037089592
USER	VerCertificado	362	END	1591037038147	1591037089593
USER	VerCertificado	1024	START	1591037089593	1591037089593
USER	VerCertificado	1025	START	1591037089593	1591037089593
USER	VerCertificado	367	END	1591037038540	1591037089594
USER	VerCertificado	376	END	1591037039228	1591037089594
USER	VerCertificado	1026	START	1591037089594	1591037089594
USER	VerCertificado	369	END	1591037038691	1591037089595
REQUEST	655		IniciadoOwner Redirect 1	1591037089202	1591037089628	OK	 
REQUEST	475		MiCertificado	1591037089593	1591037089797	OK	 
REQUEST	1023		Home	1591037089334	1591037089797	OK	 
REQUEST	1026		Home	1591037089594	1591037089797	OK	 
REQUEST	1025		Home	1591037089593	1591037089797	OK	 
REQUEST	670		IniciadoOwner	1591037086145	1591037089797	OK	 
REQUEST	656		IniciadoOwner	1591037085602	1591037089797	OK	 
REQUEST	934		IniciarSesion	1591037089333	1591037089797	OK	 
REQUEST	1024		Home	1591037089593	1591037089797	OK	 
REQUEST	653		IniciadoOwner	1591037085665	1591037089797	OK	 
REQUEST	937		IniciarSesion	1591037089593	1591037089797	OK	 
REQUEST	936		IniciarSesion	1591037089589	1591037089797	OK	 
USER	VerCertificado	365	END	1591037038378	1591037089800
USER	VerCertificado	1027	START	1591037089800	1591037089800
USER	VerCertificado	1028	START	1591037089801	1591037089801
USER	VerCertificado	1033	START	1591037089801	1591037089801
USER	VerCertificado	1032	START	1591037089801	1591037089801
USER	VerCertificado	1029	START	1591037089802	1591037089802
REQUEST	660		IniciadoOwner	1591037085663	1591037089843	OK	 
REQUEST	938		IniciarSesion	1591037089594	1591037089844	OK	 
REQUEST	1027		Home	1591037089800	1591037089931	OK	 
USER	VerCertificado	360	END	1591037037996	1591037089996
USER	VerCertificado	1034	START	1591037089996	1591037089996
USER	VerCertificado	1030	START	1591037089998	1591037089998
USER	VerCertificado	366	END	1591037038459	1591037089998
USER	VerCertificado	1035	START	1591037089998	1591037089998
USER	VerCertificado	394	END	1591037040609	1591037089999
USER	VerCertificado	1031	START	1591037089999	1591037089999
USER	VerCertificado	1036	START	1591037089999	1591037089999
USER	VerCertificado	1037	START	1591037090164	1591037090164
USER	VerCertificado	1038	START	1591037090164	1591037090164
USER	VerCertificado	1039	START	1591037090283	1591037090283
USER	VerCertificado	1040	START	1591037090413	1591037090413
USER	VerCertificado	1041	START	1591037090413	1591037090413
USER	VerCertificado	1042	START	1591037090565	1591037090565
USER	VerCertificado	387	END	1591037040066	1591037090566
USER	VerCertificado	390	END	1591037040297	1591037090567
USER	VerCertificado	385	END	1591037039922	1591037090567
USER	VerCertificado	1043	START	1591037090566	1591037090566
USER	VerCertificado	370	END	1591037038772	1591037090698
USER	VerCertificado	393	END	1591037040539	1591037090698
USER	VerCertificado	1044	START	1591037090697	1591037090697
USER	VerCertificado	389	END	1591037040227	1591037090698
USER	VerCertificado	395	END	1591037040690	1591037090698
USER	VerCertificado	399	END	1591037041002	1591037090698
USER	VerCertificado	384	END	1591037039841	1591037090699
USER	VerCertificado	1045	START	1591037090699	1591037090699
USER	VerCertificado	406	END	1591037041522	1591037090699
USER	VerCertificado	392	END	1591037040459	1591037090699
USER	VerCertificado	413	END	1591037042057	1591037090851
USER	VerCertificado	388	END	1591037040147	1591037090851
USER	VerCertificado	1046	START	1591037090851	1591037090851
USER	VerCertificado	400	END	1591037041071	1591037090852
USER	VerCertificado	408	END	1591037041676	1591037090853
USER	VerCertificado	1047	START	1591037090853	1591037090853
USER	VerCertificado	386	END	1591037039996	1591037090854
USER	VerCertificado	382	END	1591037039691	1591037090989
USER	VerCertificado	398	END	1591037040921	1591037090990
USER	VerCertificado	1048	START	1591037090990	1591037090990
USER	VerCertificado	391	END	1591037040378	1591037090991
USER	VerCertificado	1049	START	1591037090991	1591037090991
USER	VerCertificado	383	END	1591037039771	1591037090991
USER	VerCertificado	1050	START	1591037091123	1591037091123
REQUEST	688		IniciadoOwner	1591037089014	1591037091131	OK	 
REQUEST	656		IniciadoOwner Redirect 1	1591037089797	1591037091133	OK	 
REQUEST	657		IniciadoOwner	1591037085602	1591037091150	OK	 
REQUEST	678		IniciadoOwner	1591037088116	1591037091152	OK	 
REQUEST	696		IniciadoOwner	1591037089333	1591037091161	OK	 
REQUEST	685		IniciadoOwner	1591037089013	1591037091161	OK	 
REQUEST	691		IniciadoOwner	1591037089333	1591037091161	OK	 
REQUEST	653		IniciadoOwner Redirect 1	1591037089797	1591037091169	OK	 
REQUEST	660		IniciadoOwner Redirect 1	1591037089843	1591037091170	OK	 
REQUEST	941		IniciarSesion	1591037089801	1591037091171	OK	 
REQUEST	486		MiCertificado	1591037089997	1591037091171	OK	 
REQUEST	693		IniciadoOwner	1591037089592	1591037091172	OK	 
REQUEST	666		IniciadoOwner	1591037085936	1591037091172	OK	 
REQUEST	699		IniciadoOwner	1591037089594	1591037091177	OK	 
REQUEST	597		MisCursos	1591037089802	1591037091177	OK	 
REQUEST	593		MisCursos	1591037089800	1591037091178	OK	 
REQUEST	666		IniciadoOwner Redirect 1	1591037091172	1591037091182	OK	 
REQUEST	699		IniciadoOwner Redirect 1	1591037091177	1591037091183	OK	 
REQUEST	945		IniciarSesion	1591037090000	1591037091184	OK	 
REQUEST	693		IniciadoOwner Redirect 1	1591037091172	1591037091187	OK	 
REQUEST	596		MisCursos	1591037089801	1591037091188	OK	 
REQUEST	594		MisCursos	1591037089999	1591037091189	OK	 
REQUEST	659		IniciadoOwner	1591037085739	1591037091189	OK	 
REQUEST	1030		Home	1591037089998	1591037091190	OK	 
REQUEST	1031		Home	1591037090000	1591037091193	OK	 
REQUEST	595		MisCursos	1591037089802	1591037091195	OK	 
REQUEST	497		MiCertificado	1591037090566	1591037091197	OK	 
REQUEST	951		IniciarSesion	1591037090566	1591037091197	OK	 
REQUEST	603		MisCursos	1591037089999	1591037091198	OK	 
REQUEST	952		IniciarSesion	1591037090567	1591037091203	OK	 
REQUEST	476		MiCertificado	1591037090566	1591037091205	OK	 
REQUEST	502		MiCertificado	1591037090697	1591037091212	OK	 
REQUEST	495		MiCertificado	1591037090698	1591037091213	OK	 
REQUEST	674		IniciadoOwner	1591037087451	1591037091217	OK	 
REQUEST	680		IniciadoOwner	1591037089013	1591037091217	OK	 
REQUEST	494		MiCertificado	1591037090989	1591037091224	OK	 
REQUEST	503		MiCertificado	1591037090990	1591037091230	OK	 
REQUEST	697		IniciadoOwner	1591037089082	1591037091230	OK	 
REQUEST	690		IniciadoOwner	1591037089109	1591037091231	OK	 
REQUEST	684		IniciadoOwner	1591037089333	1591037091231	OK	 
REQUEST	681		IniciadoOwner	1591037089013	1591037091231	OK	 
REQUEST	672		IniciadoOwner	1591037086637	1591037091232	OK	 
REQUEST	670		IniciadoOwner Redirect 1	1591037089797	1591037091236	OK	 
REQUEST	1029		Home	1591037089802	1591037091237	OK	 
REQUEST	958		IniciarSesion	1591037091122	1591037091238	OK	 
REQUEST	1028		Home	1591037089801	1591037091265	OK	 
REQUEST	705		IniciadoOwner	1591037089593	1591037091266	OK	 
REQUEST	944		IniciarSesion	1591037089999	1591037091278	OK	 
REQUEST	939		IniciarSesion	1591037089800	1591037091279	OK	 
REQUEST	1038		Home	1591037090165	1591037091284	OK	 
REQUEST	470		MiCertificado	1591037089798	1591037091298	OK	 
REQUEST	1034		Home	1591037089997	1591037091299	OK	 
REQUEST	488		MiCertificado	1591037090850	1591037091300	OK	 
REQUEST	591		MisCursos	1591037089802	1591037091302	OK	 
REQUEST	942		IniciarSesion	1591037089996	1591037091302	OK	 
REQUEST	1040		Home	1591037090413	1591037091311	OK	 
REQUEST	478		MiCertificado	1591037090413	1591037091311	OK	 
REQUEST	498		MiCertificado	1591037090566	1591037091311	OK	 
REQUEST	949		IniciarSesion	1591037090413	1591037091311	OK	 
REQUEST	479		MiCertificado	1591037090697	1591037091312	OK	 
REQUEST	955		IniciarSesion	1591037090852	1591037091312	OK	 
REQUEST	1043		Home	1591037090567	1591037091313	OK	 
REQUEST	614		MisCursos	1591037090852	1591037091361	OK	 
REQUEST	680		IniciadoOwner Redirect 1	1591037091217	1591037091361	OK	 
REQUEST	1032		Home	1591037089801	1591037091367	OK	 
REQUEST	1033		Home	1591037089801	1591037091367	OK	 
REQUEST	947		IniciarSesion	1591037090165	1591037091368	OK	 
REQUEST	483		MiCertificado	1591037089998	1591037091373	OK	 
REQUEST	1035		Home	1591037089998	1591037091374	OK	 
REQUEST	950		IniciarSesion	1591037090414	1591037091384	OK	 
REQUEST	480		MiCertificado	1591037090697	1591037091390	OK	 
REQUEST	1045		Home	1591037090699	1591037091390	OK	 
REQUEST	1042		Home	1591037090566	1591037091391	OK	 
REQUEST	600		MisCursos	1591037089999	1591037091392	OK	 
REQUEST	1046		Home	1591037090851	1591037091393	OK	 
REQUEST	501		MiCertificado	1591037090699	1591037091394	OK	 
REQUEST	940		IniciarSesion	1591037089800	1591037091395	OK	 
REQUEST	954		IniciarSesion	1591037090850	1591037091397	OK	 
REQUEST	485		MiCertificado	1591037090852	1591037091399	OK	 
REQUEST	1044		Home	1591037090698	1591037091399	OK	 
REQUEST	688		IniciadoOwner Redirect 1	1591037091131	1591037091401	OK	 
USER	VerCertificado	1051	START	1591037091406	1591037091406
USER	VerCertificado	1052	START	1591037091406	1591037091406
USER	VerCertificado	1053	START	1591037091407	1591037091407
USER	VerCertificado	1054	START	1591037091408	1591037091408
REQUEST	957		IniciarSesion	1591037090990	1591037091409	OK	 
REQUEST	611		MisCursos	1591037091123	1591037091413	OK	 
REQUEST	1037		Home	1591037090165	1591037091414	OK	 
REQUEST	1036		Home	1591037090000	1591037091415	OK	 
REQUEST	1039		Home	1591037090283	1591037091417	OK	 
REQUEST	482		MiCertificado	1591037090414	1591037091417	OK	 
REQUEST	946		IniciarSesion	1591037090165	1591037091418	OK	 
REQUEST	943		IniciarSesion	1591037089998	1591037091420	OK	 
REQUEST	616		MisCursos	1591037090990	1591037091422	OK	 
REQUEST	473		MiCertificado	1591037090413	1591037091424	OK	 
REQUEST	509		MiCertificado	1591037090852	1591037091426	OK	 
REQUEST	615		MisCursos	1591037090851	1591037091434	OK	 
REQUEST	1048		Home	1591037090990	1591037091434	OK	 
REQUEST	505		MiCertificado	1591037090989	1591037091440	OK	 
REQUEST	956		IniciarSesion	1591037090988	1591037091441	OK	 
REQUEST	605		MisCursos	1591037090990	1591037091445	OK	 
REQUEST	690		IniciadoOwner Redirect 1	1591037091231	1591037091448	OK	 
REQUEST	681		IniciadoOwner Redirect 1	1591037091231	1591037091449	OK	 
REQUEST	672		IniciadoOwner Redirect 1	1591037091232	1591037091450	OK	 
REQUEST	948		IniciarSesion	1591037090283	1591037091450	OK	 
REQUEST	607		MisCursos	1591037090989	1591037091451	OK	 
REQUEST	602		MisCursos	1591037090000	1591037091452	OK	 
REQUEST	492		MiCertificado	1591037090698	1591037091491	OK	 
REQUEST	674		IniciadoOwner Redirect 1	1591037091217	1591037091492	OK	 
